order_id,cusbasket_id,ip_address,order_date,order_status
252,254,223.207.91.149,2012-03-09 09:59:59,2
253,255,61.90.94.70,2012-03-12 10:07:57,2
254,256,180.183.106.21,2012-03-12 15:12:47,0
255,257,180.183.106.21,2012-03-12 15:13:37,2
256,258,125.25.130.163,2012-03-13 16:17:33,2
259,261,58.136.216.79,2012-03-19 15:54:49,2
260,261,58.136.216.79,2012-03-19 15:56:58,2
261,263,58.137.237.234,2012-03-19 17:16:46,2
262,264,125.24.213.73,2012-03-19 20:18:58,2
263,265,110.168.163.63,2012-03-20 18:36:34,2
264,266,124.121.185.233,2012-03-22 15:19:25,2
265,267,124.121.156.224,2012-03-23 13:12:46,2
266,268,125.27.52.229,2012-03-23 17:19:41,2
267,269,110.169.128.8,2012-03-24 12:02:06,0
268,270,110.169.128.8,2012-03-24 12:08:48,2
269,271,119.46.184.2,2012-03-26 14:23:01,0
270,272,119.46.184.2,2012-03-26 14:28:27,2
271,273,58.8.77.79,2012-03-26 18:14:13,0
272,274,115.87.93.221,2012-03-28 16:22:07,2
273,275,58.9.35.40,2012-03-29 10:01:24,2
274,276,119.46.149.66,2012-03-30 10:36:50,2
275,277,27.130.198.68,2012-04-02 15:29:20,2
276,278,58.8.45.116,2012-04-02 16:57:57,2
277,279,203.150.234.149,2012-04-03 14:33:07,2
278,280,180.222.150.2,2012-04-04 11:33:49,2
279,281,124.121.179.167,2012-04-06 18:32:48,2
280,282,202.176.82.139,2012-04-09 12:51:14,2
281,283,182.93.181.232,2012-04-09 15:00:12,2
282,248,118.174.46.50,2012-04-11 16:07:56,0
283,248,118.174.46.50,2012-04-11 16:11:15,0
284,248,118.174.46.50,2012-04-11 16:18:04,2
285,287,203.113.113.210,2012-04-13 14:01:04,2
286,288,110.168.116.133,2012-04-16 14:55:25,2
287,289,58.10.64.13,2012-04-17 15:32:05,2
288,290,58.11.99.95,2012-04-17 16:23:32,2
289,291,58.10.99.25,2012-04-18 15:40:38,2
290,292,203.130.145.99,2012-04-18 16:44:46,2
291,293,58.11.89.135,2012-04-20 13:24:15,2
292,294,61.90.162.27,2012-04-24 16:31:45,2
293,295,203.209.100.166,2012-04-26 16:19:31,2
294,296,58.11.7.169,2012-04-27 13:52:19,2
295,297,171.98.124.19,2012-05-02 15:46:14,0
296,298,203.146.100.82,2012-05-08 14:48:43,2
297,299,203.146.100.82,2012-05-08 15:48:41,2
298,300,58.9.91.58,2012-05-14 17:00:13,2
299,248,118.174.46.50,2012-05-15 14:57:14,2
300,302,115.87.78.151,2012-05-17 11:01:37,2
301,303,110.49.234.215,2012-05-17 11:03:28,2
302,304,119.46.68.228,2012-05-18 17:06:36,2
303,305,171.98.36.5,2012-05-19 12:05:13,2
304,306,125.24.220.237,2012-05-21 09:56:27,2
305,307,110.169.216.24,2012-05-22 09:43:36,2
306,308,49.49.33.205,2012-05-29 13:50:13,0
307,309,119.46.218.1,2012-06-07 14:05:06,2
309,311,58.11.235.242,2012-06-15 10:10:38,0
310,312,58.11.235.242,2012-06-15 10:59:15,2
311,313,110.169.194.27,2012-06-15 11:16:37,0
315,317,119.46.184.2,2012-06-22 11:02:31,2
316,318,61.90.143.87,2012-06-22 17:02:30,2
317,319,213.46.57.37,2012-07-07 08:52:18,0
318,320,213.46.57.37,2012-07-07 09:05:18,2
319,321,213.46.57.37,2012-07-07 09:09:25,2
320,322,119.46.184.2,2012-07-10 17:57:48,2
321,323,171.4.162.212,2012-07-14 10:21:18,2
322,324,202.44.4.252,2012-07-19 10:01:56,2
323,325,101.109.207.33,2012-07-22 16:21:11,0
324,326,101.109.207.33,2012-07-22 16:28:56,2
325,327,118.175.178.14,2012-07-25 15:33:08,2
326,328,58.97.28.38,2012-07-26 15:51:27,2
327,329,58.11.88.187,2012-07-26 16:35:33,2
328,330,110.49.249.166,2012-07-27 10:39:28,2
329,331,58.9.73.219,2012-07-27 10:50:04,2
330,332,119.46.184.2,2012-07-27 12:22:40,2
331,333,1.47.20.69,2012-08-03 21:59:35,0
332,334,1.47.20.69,2012-08-03 22:08:08,2
333,335,119.46.184.2,2012-08-06 16:01:11,2
334,336,119.46.184.2,2012-08-06 16:16:57,2
335,337,110.77.249.98,2012-08-09 09:34:43,2
336,338,61.91.248.195,2012-08-16 18:05:05,0
337,338,61.91.248.195,2012-08-16 18:15:27,0
338,340,61.91.248.195,2012-08-17 11:58:12,2
339,341,58.11.167.197,2012-08-29 17:49:27,2
340,342,124.122.219.206,2012-08-29 21:15:25,0
341,343,58.8.26.183,2012-09-01 22:08:22,0
342,344,58.11.155.18,2012-09-03 14:50:48,2
343,345,124.122.123.118,2012-09-05 11:52:54,2
344,346,115.67.129.149,2012-09-10 17:58:58,2
345,347,58.8.1.206,2012-09-10 19:11:50,2
346,348,119.46.218.1,2012-09-11 11:49:42,2
347,349,58.11.247.139,2012-09-11 20:35:34,2
348,350,58.11.72.212,2012-09-13 12:39:24,2
349,351,119.46.184.2,2012-09-13 15:28:36,2
350,352,119.46.184.2,2012-09-13 16:15:53,2
351,353,27.55.1.208,2012-09-15 10:10:45,2
352,354,58.137.189.178,2012-09-19 12:45:40,2
353,355,110.168.95.233,2012-09-20 15:41:26,2
354,356,171.7.240.148,2012-09-24 21:35:36,2
355,357,180.183.8.244,2012-09-25 11:19:24,2
357,359,58.64.125.161,2012-09-26 20:39:21,2
359,235,124.120.30.183,2012-10-01 12:23:51,0
360,362,58.9.31.21,2012-10-01 15:28:54,2
361,363,58.9.208.156,2012-10-02 17:09:00,2
362,364,203.155.157.243,2012-10-05 14:48:48,2
363,365,125.24.112.255,2012-10-05 17:43:13,2
364,366,171.97.70.201,2012-10-08 22:41:08,2
365,367,203.144.176.162,2012-10-10 18:28:19,2
366,368,61.90.143.87,2012-10-11 15:45:24,2
367,369,124.121.222.205,2012-10-15 11:00:15,2
368,370,124.121.222.205,2012-10-15 12:08:28,2
369,371,61.91.30.226,2012-10-15 16:24:56,2
370,372,119.225.114.119,2012-10-16 15:16:02,2
371,373,119.225.114.119,2012-10-16 15:31:09,2
372,374,119.225.114.119,2012-10-22 15:15:05,2
374,376,58.10.61.16,2012-10-24 12:42:41,2
375,377,58.8.48.22,2012-10-24 16:40:17,2
376,378,119.46.184.2,2012-10-26 10:58:11,2
377,379,202.176.83.78,2012-10-26 12:17:54,2
378,380,202.176.83.78,2012-10-26 13:15:15,2
379,381,110.49.243.98,2012-10-26 14:57:05,0
381,383,110.169.155.161,2012-10-31 13:41:13,2
382,384,58.11.42.204,2012-11-07 12:03:26,2
383,385,124.120.68.7,2012-11-09 19:56:45,2
386,388,124.122.103.7,2012-11-14 18:26:08,0
387,389,124.122.103.7,2012-11-14 18:31:14,2
388,390,124.122.103.7,2012-11-15 12:59:42,2
389,391,136.8.2.68,2012-11-16 10:43:51,0
390,392,136.8.2.68,2012-11-16 10:49:33,2
391,701,119.46.184.2,2012-11-19 18:19:00,2
392,702,124.122.153.181,2012-11-20 13:45:29,0
393,703,124.120.131.211,2012-11-21 16:08:10,2
394,704,115.87.193.35,2012-11-22 12:16:36,2
395,705,124.120.8.242,2012-11-23 11:35:27,2
396,706,124.120.8.242,2012-11-23 15:29:55,2
397,707,221.128.102.194,2012-11-30 16:42:51,2
401,711,125.25.164.227,2012-12-04 18:24:36,2
400,710,110.169.228.206,2012-11-30 17:36:51,2
402,712,119.46.184.2,2012-12-06 11:45:32,2
403,713,58.137.162.2,2012-12-07 17:04:58,2
404,714,119.46.184.2,2012-12-13 11:32:27,2
405,715,119.225.114.119,2012-12-14 11:13:53,2
406,716,119.225.114.119,2012-12-14 11:34:00,2
407,717,61.7.142.205,2012-12-14 12:17:12,2
408,718,110.168.79.238,2012-12-15 12:19:11,2
409,719,203.144.203.178,2012-12-18 12:00:10,2
410,720,202.53.198.82,2012-12-18 13:04:06,2
411,721,87.237.221.26,2012-12-18 13:47:45,2
412,722,124.120.219.114,2012-12-18 22:01:23,2
413,723,119.46.160.66,2012-12-19 12:47:08,2
414,724,171.4.164.21,2012-12-20 19:56:10,2
415,725,119.46.184.2,2012-12-21 12:02:21,2
416,726,124.120.17.38,2012-12-25 12:08:51,2
417,727,124.120.17.38,2012-12-25 13:45:13,2
418,728,61.91.248.195,2012-12-28 12:40:31,0
419,729,61.91.248.195,2012-12-28 12:51:46,0
420,730,115.87.154.57,2013-01-02 16:53:38,2
421,731,58.8.166.179,2013-01-03 17:09:08,2
422,732,183.89.62.93,2013-01-04 00:23:25,2
423,733,58.10.146.186,2013-01-07 14:03:17,2
424,734,58.10.61.16,2013-01-10 10:58:20,2
425,735,171.98.83.80,2013-01-15 14:12:16,0
426,736,171.98.83.80,2013-01-15 14:24:18,2
427,737,58.8.94.191,2013-01-17 15:15:54,2
428,738,119.46.184.2,2013-01-18 16:22:12,2
429,739,58.11.234.219,2013-01-22 15:53:37,2
430,740,61.90.14.177,2013-01-26 20:27:00,2
431,741,124.122.148.101,2013-01-31 16:57:56,2
432,742,124.120.251.160,2013-02-01 10:39:40,2
433,743,61.91.248.195,2013-02-04 12:55:03,0
434,744,61.91.248.195,2013-02-04 12:55:35,0
435,745,61.91.248.195,2013-02-04 13:05:13,0
436,746,61.91.248.195,2013-02-04 13:15:47,2
437,747,110.169.210.89,2013-02-04 16:26:11,2
438,748,110.168.243.237,2013-02-05 00:34:55,0
439,749,110.168.243.237,2013-02-05 00:35:19,0
440,750,110.168.243.237,2013-02-05 00:49:50,2
441,751,58.9.236.178,2013-02-07 11:28:36,0
442,742,110.169.255.196,2013-02-07 11:55:09,2
451,761,101.108.9.240,2013-02-11 14:06:35,2
452,762,124.120.208.216,2013-02-13 16:11:27,2
449,759,49.0.125.178,2013-02-07 18:44:17,2
450,760,49.48.205.66,2013-02-08 11:07:02,2
453,763,223.204.181.72,2013-02-14 10:31:00,2
454,764,124.120.64.176,2013-02-14 11:56:34,2
455,765,110.169.239.181,2013-02-14 14:16:01,2
456,766,110.164.219.207,2013-02-14 14:31:32,2
457,767,61.91.4.2,2013-02-15 10:21:03,2
459,769,124.121.30.198,2013-02-20 14:23:15,2
460,770,61.90.29.30,2013-02-20 14:30:47,0
462,772,124.120.243.119,2013-02-21 14:44:15,0
463,773,58.11.133.138,2013-02-22 14:46:14,2
464,774,124.122.81.115,2013-02-26 11:14:45,2
465,775,49.0.125.178,2013-02-26 16:17:00,2
466,776,202.176.83.95,2013-02-26 18:46:50,0
467,777,202.176.83.95,2013-02-26 18:57:09,2
468,778,61.90.54.81,2013-02-28 14:26:52,2
469,779,58.11.91.156,2013-03-04 14:33:33,2
470,780,119.46.166.194,2013-03-04 17:09:18,0
471,781,58.8.67.215,2013-03-05 17:29:51,2
472,782,203.144.229.226,2013-03-07 10:33:54,2
473,783,124.122.164.94,2013-03-07 12:05:10,2
474,784,119.46.184.2,2013-03-08 15:14:14,2
475,785,58.10.64.90,2013-03-09 10:21:28,2
476,786,124.120.229.206,2013-03-11 17:45:06,2
477,787,119.46.184.2,2013-03-12 10:56:25,2
478,788,58.8.154.194,2013-03-13 10:04:34,2
479,789,124.120.58.244,2013-03-13 10:56:03,2
480,790,124.120.58.244,2013-03-13 15:59:10,2
481,791,119.46.184.2,2013-03-13 17:49:14,2
482,792,58.9.219.179,2013-03-15 09:49:16,0
483,793,58.9.219.179,2013-03-15 09:55:53,2
484,794,61.91.248.195,2013-03-20 10:24:28,2
485,795,61.90.38.139,2013-03-20 13:18:56,2
486,796,61.91.248.195,2013-03-20 16:01:03,2
487,797,61.19.199.144,2013-03-21 10:01:27,0
488,798,61.19.199.144,2013-03-21 10:01:57,2
489,799,119.46.184.2,2013-03-22 14:18:33,2
490,800,61.91.248.195,2013-03-27 11:40:44,2
491,801,210.1.29.130,2013-03-27 12:00:02,2
492,802,124.121.247.114,2013-03-27 14:01:37,2
493,803,171.99.190.26,2013-03-28 13:17:35,2
494,804,58.136.118.90,2013-04-02 17:45:44,2
495,805,1.2.228.19,2013-04-03 10:47:00,2
496,806,119.63.94.131,2013-04-03 14:17:26,2
497,807,110.168.86.92,2013-04-04 13:51:08,2
500,810,124.120.46.34,2013-04-05 10:14:22,2
501,811,124.120.46.34,2013-04-05 15:18:04,2
502,812,124.121.50.34,2013-04-06 15:20:51,0
503,813,203.155.206.178,2013-04-09 09:19:23,2
504,814,110.77.136.138,2013-04-09 15:45:54,2
505,815,124.122.90.186,2013-04-10 12:14:59,2
506,816,119.225.114.118,2013-04-17 10:30:00,2
509,819,58.9.145.111,2013-04-19 08:00:09,2
511,821,124.122.105.245,2013-04-19 11:24:29,2
512,822,124.120.162.238,2013-04-19 16:11:17,0
2280,2590,119.46.184.2,2013-08-26 15:40:32,2
2279,2589,124.122.236.145,2013-08-21 16:10:06,2
2278,2588,27.55.133.197,2013-08-21 10:28:17,0
2277,2587,61.90.143.87,2013-08-19 16:11:42,2
2276,2586,119.46.184.2,2013-08-17 10:45:50,2
2275,2585,124.122.183.251,2013-08-16 15:27:08,2
2274,2584,203.114.122.27,2013-08-16 11:50:46,2
2273,2583,119.46.184.2,2013-08-15 14:30:35,2
2272,2582,202.183.185.140,2013-08-13 13:25:47,2
2271,2581,202.183.185.140,2013-08-13 13:11:03,0
2270,2580,12.25.230.222,2013-08-13 10:41:06,2
2269,2579,61.19.225.2,2013-08-06 10:43:20,2
2268,2578,202.176.83.78,2013-08-05 11:15:17,2
2267,2577,119.46.184.2,2013-07-30 11:08:37,2
2266,2576,171.97.162.49,2013-07-26 14:19:52,2
2265,2575,115.87.160.124,2013-07-26 14:03:39,2
2264,2574,124.122.58.26,2013-07-25 14:49:48,2
2263,2573,124.120.96.190,2013-07-22 13:59:09,0
2262,2572,202.176.82.106,2013-07-18 13:27:15,0
2261,2571,202.149.113.171,2013-07-15 15:58:35,0
2260,2570,61.91.248.195,2013-07-12 13:58:33,2
2259,2569,124.121.233.50,2013-07-11 16:57:38,2
2258,2568,124.122.48.109,2013-07-10 23:28:11,2
2257,2567,124.122.48.109,2013-07-10 23:23:17,0
2256,2566,119.46.184.2,2013-07-10 15:15:05,2
2255,2565,119.46.184.2,2013-07-08 11:30:03,2
2254,2564,110.168.248.178,2013-07-05 16:54:50,2
2253,2563,110.168.248.178,2013-07-05 15:49:17,2
2252,2562,58.136.28.142,2013-07-05 14:59:22,2
2251,2561,124.122.196.131,2013-07-04 13:10:10,2
2250,2560,110.171.74.187,2013-07-04 12:17:08,2
2249,2559,61.19.231.90,2013-07-01 08:40:46,2
2248,2558,203.144.190.98,2013-06-28 14:41:53,2
2247,2557,203.146.100.82,2013-06-27 10:30:20,2
2246,2556,202.79.203.83,2013-06-26 13:53:05,2
2245,2555,124.121.239.206,2013-06-25 10:56:11,2
2244,2554,124.120.218.106,2013-06-22 12:26:43,2
2243,2553,203.155.206.178,2013-06-21 14:03:06,2
2242,2552,110.168.58.162,2013-06-21 08:53:54,2
2241,2551,61.91.248.195,2013-06-17 18:16:25,2
2240,2550,119.46.160.66,2013-06-13 10:34:32,2
2239,2549,124.120.236.51,2013-06-11 13:56:05,2
2238,2548,125.24.23.134,2013-06-04 14:31:00,2
2237,2547,119.46.184.2,2013-06-04 10:44:07,2
2236,2546,110.169.218.79,2013-06-03 15:46:19,2
2235,2545,124.182.8.167,2013-05-29 18:12:56,2
2234,2544,203.147.11.162,2013-05-28 16:28:24,2
2233,2543,60.240.52.28,2013-05-28 16:03:42,2
2232,2542,119.160.220.15,2013-05-27 10:40:01,2
2231,2541,124.121.45.254,2013-05-25 14:21:41,2
2230,2540,61.90.9.181,2013-05-25 11:27:31,2
2229,2539,124.120.173.48,2013-05-22 18:16:11,2
2228,2538,124.122.1.211,2013-05-17 13:12:34,2
2227,2537,124.120.41.206,2013-05-16 16:27:31,2
2226,2536,119.46.184.2,2013-05-16 13:37:17,2
2225,2535,115.67.101.6,2013-05-14 09:44:19,2
2224,2534,119.160.220.15,2013-05-13 16:15:42,2
2223,2533,27.55.6.69,2013-05-13 14:43:48,0
2222,2532,61.91.4.2,2013-05-13 11:15:33,2
2221,2531,171.97.173.136,2013-05-13 10:03:20,0
2220,2530,171.97.173.136,2013-05-13 09:59:27,0
2219,2529,115.87.92.205,2013-05-11 09:30:09,2
2218,2528,61.19.235.35,2013-05-10 17:51:59,2
2217,2527,203.155.206.178,2013-05-10 10:18:13,2
2216,2526,110.168.69.29,2013-05-09 16:40:39,2
2215,2525,58.11.145.65,2013-05-08 13:34:24,2
2214,2524,58.11.145.65,2013-05-08 13:28:27,0
2213,2523,124.122.153.221,2013-05-07 15:16:56,2
2212,2522,119.46.160.66,2013-05-07 10:52:04,2
2211,2521,119.46.160.66,2013-05-07 10:43:28,0
2210,2520,68.50.211.162,2013-05-07 08:47:00,2
2209,2519,101.108.151.40,2013-05-05 15:56:34,2
2208,2518,124.122.171.35,2013-05-03 13:33:26,2
2207,2517,203.152.26.158,2013-04-29 10:44:23,2
2206,2516,124.122.158.102,2013-04-29 10:10:24,2
2205,2515,210.213.49.254,2013-04-24 18:07:14,0
2204,2514,101.108.24.146,2013-04-22 13:08:54,2
2203,2513,110.168.81.21,2013-04-20 13:28:01,2
2197,2507,58.11.241.102,2013-04-19 16:37:47,0
2281,2591,118.175.38.92,2013-08-27 13:09:02,2
2283,2592,124.120.0.232,2013-08-27 20:46:06,0
2284,235,124.120.0.232,2013-08-27 21:10:05,0
2285,235,124.120.0.232,2013-08-27 21:12:29,0
2286,235,124.120.0.232,2013-08-27 21:21:29,0
2287,235,124.120.0.232,2013-08-27 21:25:14,0
2288,235,124.120.0.232,2013-08-27 21:34:07,0
2289,242,124.120.231.201,2013-08-29 14:21:59,2
2290,2599,101.109.178.236,2013-08-31 10:55:44,2
2291,2600,202.129.57.2,2013-09-03 08:06:08,0
2292,2601,202.183.185.140,2013-09-11 10:05:32,2
2293,2602,61.91.128.10,2013-09-11 18:10:44,2
2294,2603,171.98.184.203,2013-09-12 11:04:15,2
2295,2605,202.79.203.67,2013-09-13 14:24:36,2
2296,2606,124.122.106.198,2013-09-13 16:52:00,2
2297,242,124.120.11.56,2013-09-13 18:03:53,2
2298,2608,110.168.67.163,2013-09-18 13:20:48,2
2299,242,124.120.95.193,2013-09-18 16:56:20,0
2300,2610,27.55.16.48,2013-09-18 17:23:37,2
2301,2611,27.55.45.41,2013-09-19 13:43:25,2
2302,2613,58.137.15.138,2013-09-21 12:19:23,2
2303,2614,180.180.123.169,2013-09-23 13:30:17,2
2304,2615,198.103.104.11,2013-09-24 10:29:35,2
2305,2616,58.8.148.42,2013-09-25 10:46:12,0
2306,2617,119.46.184.2,2013-09-25 11:46:43,2
2307,242,180.183.242.245,2013-09-30 15:20:54,2
2308,2619,58.10.61.16,2013-09-30 18:41:14,2
2309,2620,203.144.130.176,2013-10-02 11:09:23,2
2310,2621,171.5.250.138,2013-10-02 12:37:51,0
2311,2621,171.5.250.138,2013-10-02 12:49:11,2
2312,2623,58.11.102.237,2013-10-03 20:02:02,2
2313,242,180.183.102.141,2013-10-05 14:16:30,2
2314,242,180.183.102.141,2013-10-05 17:26:58,2
2315,2626,119.46.220.5,2013-10-11 19:24:18,2
2316,2627,171.99.182.96,2013-10-13 21:13:37,2
2317,2628,110.169.220.72,2013-10-14 17:23:45,0
2318,2629,49.230.134.115,2013-10-16 14:32:45,2
2319,2630,1.179.144.13,2013-10-16 18:28:06,2
2320,2631,61.91.248.195,2013-10-18 14:32:04,2
2321,2632,58.11.116.85,2013-10-24 14:29:42,2
2322,2633,118.175.32.100,2013-10-24 17:24:44,2
2323,2634,58.10.61.16,2013-10-29 09:39:53,2
2324,242,180.183.113.250,2013-10-30 10:02:52,2
2325,2636,110.77.149.151,2013-10-30 13:00:59,0
2326,2637,171.100.66.248,2013-11-04 11:39:17,2
2327,2638,180.222.144.147,2013-11-04 15:17:12,2
2328,2639,115.31.163.33,2013-11-05 13:58:48,2
2329,2640,119.46.184.2,2013-11-06 10:07:02,2
2330,2641,58.137.32.147,2013-11-07 09:07:37,2
2331,2642,27.55.40.139,2013-11-11 15:55:04,0
2332,2643,61.91.4.2,2013-11-11 16:13:13,0
2333,2644,61.91.4.2,2013-11-11 16:25:58,2
2334,2645,61.91.4.2,2013-11-13 10:56:41,2
2335,2646,58.9.87.82,2013-11-14 12:11:06,0
2336,2647,171.98.119.82,2013-11-20 12:18:47,2
2337,2648,61.91.248.195,2013-11-21 10:53:10,2
2338,2649,49.48.222.69,2013-11-22 10:27:42,2
2339,2650,61.91.248.100,2013-11-22 17:45:02,2
2340,2651,180.183.53.226,2013-11-25 10:23:45,2
2341,2652,180.183.53.226,2013-11-25 10:25:36,2
2342,2653,180.183.53.226,2013-11-25 10:26:47,2
2343,2654,27.55.22.233,2013-11-25 13:24:38,2
2344,2655,118.175.91.208,2013-11-26 09:56:14,0
2345,2656,118.175.91.208,2013-11-26 10:05:29,2
2346,2657,61.91.248.100,2013-11-26 12:14:41,2
2347,2658,124.120.31.204,2013-11-26 13:42:34,2
2348,2659,58.8.78.119,2013-11-26 13:43:25,0
2349,2660,58.8.78.119,2013-11-26 13:45:27,2
2350,2661,27.55.166.192,2013-11-27 10:05:02,2
2351,2662,61.91.248.195,2013-11-27 14:28:25,0
2352,2663,61.91.248.195,2013-11-27 14:38:09,2
2353,2664,202.176.83.78,2013-11-28 09:40:45,2
2354,2665,115.87.241.69,2013-11-28 16:35:26,0
2355,2666,119.46.184.2,2013-12-03 10:40:53,2
2356,2667,119.46.184.2,2013-12-04 10:45:52,2
2357,2668,119.46.184.2,2013-12-04 11:05:14,2
2358,2669,61.91.4.3,2013-12-06 10:33:17,2
2359,2670,171.4.70.170,2013-12-09 11:39:16,2
2360,2513,124.120.165.60,2013-12-10 09:48:00,2
2361,2672,124.121.238.89,2013-12-10 19:03:49,0
2362,2673,110.168.173.109,2013-12-15 22:19:33,2
2363,2674,203.155.76.34,2013-12-16 09:56:30,0
2364,2675,203.155.76.34,2013-12-16 09:56:47,2
2365,2676,1.2.133.227,2013-12-16 10:06:17,2
2366,2677,119.46.184.2,2013-12-19 14:08:25,0
2367,2678,124.120.22.167,2013-12-19 14:46:37,2
2368,2679,119.46.184.2,2013-12-19 14:57:17,2
2369,2680,58.137.14.34,2013-12-21 12:44:38,0
2370,2681,125.25.52.105,2013-12-21 17:17:40,2
2371,2682,101.108.107.53,2013-12-23 20:59:28,2
2372,2683,58.9.14.129,2013-12-25 12:32:04,2
2373,242,124.120.215.203,2013-12-26 10:19:13,2
2374,242,180.183.97.119,2013-12-26 15:17:46,2
2375,2686,61.91.4.2,2014-01-02 09:35:00,2
2376,2687,171.98.149.210,2014-01-02 13:02:49,2
2377,2688,61.91.144.116,2014-01-02 15:12:21,2
2378,2689,61.90.90.142,2014-01-02 16:28:33,2
2379,2690,90.146.89.222,2014-01-03 05:58:54,0
2380,2691,90.146.89.222,2014-01-03 07:14:45,2
2381,2692,171.99.84.7,2014-01-03 10:15:07,2
2382,2693,27.55.148.68,2014-01-03 21:04:54,2
2383,2678,124.120.19.184,2014-01-07 13:47:19,2
2384,2695,110.169.169.244,2014-01-14 09:35:25,2
2385,242,180.183.100.93,2014-01-15 11:36:22,2
2386,2697,111.84.5.156,2014-01-20 15:28:36,2
2387,2698,202.183.185.140,2014-01-20 16:16:00,2
2388,242,180.183.128.240,2014-01-21 17:24:55,2
2389,2678,124.120.61.35,2014-01-23 10:19:56,2
2390,2701,27.55.26.238,2014-01-23 17:17:09,0
2391,2702,183.90.37.43,2014-01-29 17:55:41,2
2392,2703,61.91.248.195,2014-02-03 11:23:44,2
2393,2704,58.11.100.162,2014-02-06 09:14:52,2
2394,2705,180.183.136.67,2014-02-10 14:33:34,2
2395,2706,119.46.184.2,2014-02-12 11:09:58,2
2396,2707,124.122.173.234,2014-02-13 09:48:26,2
2397,2708,61.91.248.195,2014-02-13 10:28:19,2
2398,2709,124.122.173.234,2014-02-13 13:41:34,2
2399,242,180.183.135.12,2014-02-13 16:22:36,2
2400,2711,203.130.145.99,2014-02-13 16:45:53,2
2401,2712,58.137.142.234,2014-02-13 17:01:27,0
2402,2713,58.137.96.252,2014-02-17 13:36:59,2
2403,2714,119.46.184.2,2014-02-17 15:36:57,2
2404,2715,58.11.70.209,2014-02-18 15:00:06,2
2405,2716,58.137.234.62,2014-02-18 16:21:15,2
2406,242,180.183.128.4,2014-02-21 15:46:08,2
2407,2718,61.91.248.101,2014-02-24 18:39:37,2
2408,2719,61.91.248.101,2014-02-24 18:49:46,2
2409,2720,61.91.248.195,2014-02-25 10:40:25,2
2410,2721,180.183.142.200,2014-02-25 16:05:47,2
2411,2722,125.25.206.130,2014-02-26 08:48:23,2
2412,2723,115.87.93.30,2014-02-26 10:15:35,2
2413,2724,110.171.34.182,2014-02-26 21:26:38,2
