event_name_id,event_name
2978,พิธีฝังศพ
2977,สมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี  ทรงพระกรุณาโปรดเกล้าฯ เสด็จพระราชดำเนินไปในการพระราชทานเพลิงศพ
2976,ทรงพระกรุณาโปรดเกล้าฯ พระราชทานพระบรมราชานุเคราะห์  พระราชทานพระพิธีธรรมสวดพระอภิธรรม
2975,สมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี เสด็จพระราชดำเนินไปในการพระราชทานเพลิงศพ
2974,พิธีเก็บศพไว้ 100 วัน เพื่อขอพระราชทานเพลิงศพ
2973,พิธีเก็บศพไว้ 100 วงัน เพื่อขอพระราชทานเพลิงศพ
2967,สวดอภิธรรมศพ
2968,สวดพระอภิธรรมศพ
2969,พิธีเคารพศพครั้งสุดท้าย
2970,กำหนดพระราชทานเพลิงศพ
2971,สวดพระอภิธรรมและประชุมเพลิง
2972,พระราชานเพลิงศพ
4073,พิธีเคลื่อนศพไปฝัง
4074,กำหนดพระราชทานเพลิงเป็นกรณีพิเศษ
4134,กำหนดการฌาปนกิจ
4145,กำหนดการบำเพ็ญศล
4146,เคลื่อนศพไปบรรจุ
4214,กำหนดภาวนาอุทิศแด่วิญญาณ
4215,เคลื่อนศพจากโบสถ์แม่พระฟาติมา
4216,รับพระราชทานดินฝังศพ
4217,่สวด
4228,นางเครือพันธ์ บำรุงพงศ์
4261,กำหนดพระราชทานเพลิง
4262,กำลังนำศพกลับประเทศไทย
4263,พิธีรับศพกลับมาประเทศไทย
4264,อุทิศร่าง รพ.ศิริราช
4265,พระรราชทานน้ำหลวงอาบศพ
4266,สวดพระพุทธมนต์
4267,ทำพิธีบรรจุศพ
4268,พิธีพระราชทานน้ำหลวงอาบศพ 
4269,สมเด็จพระบรมโอรสาธิราชฯ สยามมกุฏราชกุมาร ทรงพระกรุณาโปรดเกล้าฯ รับศพ ไว้ในพระราชานุเคราะห์
4270,กำหนดการสวดอภิธรรมศพ (เป็นกรณีพิเศษ)
4271,กำหนดการสวดอภิธรรม
4272,เคลื่อนศพ
4273,พระเจ้าหลานเธอ พระองค์เจ้าพัชรกิติยาภา  ทรงพระกรุณาโปรดเกล้าฯ เสด็จพระราชดำเนินไปในการพระราชทานเพลิงศพ
4274,มอบร่าง ร.พ.จุฬา
4275,บริจาคร่าง
4276,กำหนดการพิธีบำเพ็ญกุศลปัญญาสมวาร
4277,พีธีฌาปนกิจ
4278,แสดงพระธรรมเทศนา
4279,กำหนดการบำเพ็ญพระราชกุศลพระราชทานในการออกเมรุ ณ จุลินทร์ ล่ำซำ  (๒๘)
4280,พระพิธีธรรมสวดพระอภิธรรม
4281,พระบามสมเด็จพระเจ้าอยู่หัวทรงพระราชทานพระบรมราชานุเคราะห์พระพิธีสวดพระอภิธรรมศพ
4282,กำหนดพิธีน้ำหลวงอาบศพ และรดน้ำศพ
4283,ทรงพระกรุณาโปรดเกล้าฯ พระราชทานพระราชานุเคราะห์ 3คืน
4284,กำหนดการบำเพ็ญกุศล สวดพระอภิธรรม
4285,ทรงพระกรุณาโปรดเกล้าฯ พระราชทานน้ำหลวงอาบศพ
4286,พิธีสวดพระอภิธรรม
4287,ถวายภัตตาหารเพลแด่พระภิกษุสงฆ์
4288,มิสซา
4289,พิธีภาวนา
4290,พิธีลงศพและมิสซา
4292,พระราชทานพิธีธรรมสวดพระอภิธรรม
4293,กำหนดการบำเพ็ญกุศล และสวดพระอภิธรรม
4294,ทรงพระกรุณาโปรดเกล้าฯ พระราชทานเพลิงศพ
4295,พิธีบำเพ็ญกุศลสรีระสังขาร
4296,พิธีสวดพระอภิธรรมบำเพ็ญกุศล
4297,ฯพณฯ หม่อมราชวงศ์ เทพกมล เทวกุล องคมนตรี ประธานพิธีพระราชทานเพลิงศพ
4298,สมเด็จพระเทพรัตนราชสุดา สยามบรมราชกุมารี 
4299,พิธีรดน้ำศพ พิธีพระราชทานน้ำหลวงอาบศพ
4300,ขอกราบขอบพระคุณ
4301,กำหนดการพิธีไว้อาลัย
4302,พิธีน้ำหลวงอาบศพ
4303,พระราชทานเพลิงศพเป็นกรณีพิเศษ
4304,ฌาปนกิจศพ
4305,ประกอบพิธีกรรมทางศาสนาคริสต์
4306,ร่วมพิธีไว้อาลัย
4307,กำหนดพิธีพระราชทานเพลิงศพ เป็นกรณีพิเศษ
4308,พระเจ้าวรวงศ์เธอ พระองค์เจ้าโสมสวลี พระวรราชาทินัดดามาตุ เสร็จในการพระราชทานเพลิงศพ
4309,กำหนดการพระราชทานเพลิง (กรณีพิเศษ)
4310,บำเพ็ญกุศลครบ 7 วัน
4311,การบำเพ็ญกุศลครบ 7 วัน
4312,สวดกงเต็ก
4313,เลี้ยงเพลทำบุญครบรอบ 7 วัน
4314,พิธีทำบุญศพ
4315,พิธีเก็บศพไว้ 100 วัน
4316,พิธีอาบน้ำพระราชทาน
4317,พิธีส่งศพ
4318,อยู่ในพระบรมราชานุเคราะห์ 7 วัน
4319,พิธีทำบุญบำเพ็ญกุศลศพ
4320,พิธีบำเพ็ญกุศลทางศาสนา
4321,พระบาทสมเด็จพระเจ้าอยู่หัว ทรงพระกรุณาโปรดเกล้าฯ พระราชทานน้ำหลวงอาบศพ พิธีธรรม-สวดพระอภิธรรม เป็นเวลา 3 คืน
4322,พระสงฆ์สวดมาติกาบังสุกุล
4323,กำหนดการพระราชทานเพลิง
4324,พระบามสมเด็จพระเจ้าอยู่หัวทรงพระราชทานพระบรมราชานุเคราะห์พระพิธีสวดพระอภิธรรมศพ 7 คืน
4325,อย
4326,ประกอบพิธีฝังศพ
4327,บำเพ็ญพระราชกุศลพระราชทานในการออกเมรุ
4328,ทรงพระกรุณาโปรดเกล้าฯ พระราชทานน้ำหลวง และ พระพิธีธรรม
4332,เทศน์ 1 กัณฑ์
4333,สวดมนต์ ฉันเพล
4334,ทำพิธีบรรจุศพ 100 วัน
4335,เลี้ยงพระเพล
4336,พิธีคำนับศพ
4337,พระราชทาน
4338,ราชทานเพลิง
4339,พิธีบรรจเพื่อรอการพระราชทานเพลิง
4340,ทำบุญเลี้ยงพระเพล 10 รูปครบ 7 วัน
4341,พิธีณาปนกิจ
4342,ทำบุญอัฐิ ครบ 7 วัน
4343,เคลื่อนศพไป โรงพยาบาลศิริราช
4344,ทำบุญครบ 7 วัน
4345,พระบาทสมพระเจ้าอยู่หัว ทรงพระกรุณาโปรดเกล้าฯ พระราชทานพระบรมราชานุเคราะห์ในการพระราชทานเพลิงศพ
4346,พิธีบำเพ็ญกุศลทักษิณานุปทานกิจอุทิศ แด่บูรพาจารยื (บริเวณ 1)
4348,ทำพิธีกงเต๊ก
4349,บำเพ็ญกุศล
4406,กำหนดการรดน้ำศพ
4353,อุทิศร่างกาย
4404,บรรจุ
4360,พิธีสวดอภิธรรม 5 คืน ระหว่างวันที่ 27 กันยายน ถึง 1 ตุลาคม 2559
4417,แสดงพระธรรมเทศนาและสวดพระอภิธรรม
4367,กำหนดสวดพระอภิธรรมครบ 100 วัน
4414,ร
4375,กำหนดการพิธีบำเพ็ญพระราชกุศล  50  วัน
4413,ถวายภัตตาหารเพลและบรรจุศพ
4385,สวดพระ
4386,พระราชทานน้ำอาบศพ
4481,ประกอบพิธีกรรมทางศาสนาคาทอลิก
4391,กำหนดสวดตามพิธีกรรมศาสนาคริสต์
4392,พิธีปลงศพ
4396,ทำบุญตักบาตร
4397,พระราชทานพิธีธรรม สวดพระอภิธรรม
4498,"อันเชิญน้ำอาบศพ,พวงมาลาและดอกไม้จันทน์ ในการศพ"
4509,Journey
4427,ถวายภัตตาหารเช้า
4508,Cremation
4482,เคลื่อนศพไปยังสุสานเพชรแลนด์์ อ.ท่ายางจ. เพชรบุรี
4436,ประกอบพิธีคำนับศพ และ เคลื่อนศพไปฝัง
4499,"ได้รับพระกรุณาธิคุณจาก พระเจ้าหลานเธอ  พระองค์เจ้าสิริวัณณวรีนารีรัตน์  อันเชิญน้ำอาบศพ,พวงมาลาและดอกไม้จันทน์ ในการศพ"
4548,พิธีเชิญหีบศพตั้งบำเพ็ญกุศล
4547,พิธีรดน้ำสพ
4453,พิธีรดน้ำศพ - สวดศพ
4462,พระราชทานเพลิงศพ(เป็นกรณีพิเศษ)
4469,ฌาปณกิจ
4470,พิธีมิสซา
4483,ถวายภัตตาหารเพลแด่พระภิกษุสงฆ์ เวลา 10.00น
4549,พิธีสวดพระอภิธรรมและแสดงพระธรรมเทศนา
4510,พิธีเคลื่อนศพไปบรรจุ
4514,สมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ทรงพระกรุณาโปรดเกล้าโปรดกระหม่อม เสด็จพระราชดำเนินไปในการพระราชทานเพลิงศพ
4515,กำหนดการภาวนาแด่ผู้ล่วงลับ
4517,สมเด็จพระเจ้าอยู่หัวทรงพระกรุณาโปรดเกล้าฯ พระราชทานพระพิธีธรรมสวดพระอภิธรรม ๓ คืน
4518,นายดลเดช  พัฒนรัฐ  ผู้ว่าราชการจังหวัดยะลา  พร้อมด้วยนางนฤมล  พัฒนรัฐ  นายกเหล่ากาชาดจังหวัดยะลา  และคณะ  ร่วมพิธีรดน้ำศพและวางพวงหรีด
4520,พิธีทำบุญครบ 7 วัน
4521,พิธีรดน้ำศพและพิธีพระราชทานน้ำหลวงอาบศพ
4522,พิธีพระราชทานเพลิงศพ เป็นกรณีพิเศษ
4523,กำหนดสวดพระอภิธรรมในพระบรมราชานุเคราะห์
4524,ทรงพระกรุณาโปรดเกล้าฯ พระราชทานเพลิงศพเป็นกรณีพิเศษ
4527,ซุกซัว
4528,กำหนดสวดอภิธรรม
4529,สมเด็จพระอริยวงศาคตญาณ สมเด็จพระสังฆราชสกลมหาสังฆปรินายก เสด็จเป็นองค์ประธานพิธีพระราชทานเพลิงศพ
4530,สมเด็จพระเจ้าอยู่หัวทรงพระกรุณาโปรดเกล้าฯพระราชทานพระราชานุเคราะห์ ให้ พล.อ.ดาว์พงษ์  รัตนสุวรรณ องคมนตรี เป็นผู้แทนพระองค์ไปในการบำเพ็ญพระราชกุศล 50 วัน 
4531,พิธีพระราชทานดินฝังศพ
4532,พิธีพระราชทานเพลิง เป็นกรณีพิเศษ
4533,สมเด็จพระเจ้าอยู่หัวทรงพระกรุณาโปรดเกล้าฯ พระราชทานพระพิธีธรรมสวดพระอภิธรรม
4534,ทรงพระกรุณาโปรดเกล้าฯ พระราชทานพระพิธีธรรมสวดพระอภิธรรม
4535,พิธีสวดพระอภิธรรมและบรรจุศพ
4536,สมเด็จพระเจ้าอยู่หัวทรงพระกรุณาโปรดเกล้าฯ พระราชทานโกศแปดเหลี่ยม ฉัตรเบญจาตั้งประดับ พระพิธีธรรม 3 คืน
4537,พิธีรับน้ำลวงรดน้ำศพ
4538,สวดพระอภิธรรม อยู่ในพระราชานุเคราะห์ เป็นเวลา 3 วัน
4539,พิธีรับน้ำหลวงรดน้ำศพ
4540,พิธีสวดพระญี่ปุ่น
4541,พิธีเก็บอัฐิ
4542,พิธีสวดพระอภิธรรม(โดยอยู่ในพระราชานุเคราะห์เป็นเวลา 3 วัน)
4543,สมเด็จพระเจ้าอยู่หัวพระราชทานเพลิง
4544,ประกอบพิธีคำนับศพ และ เคลื่อนศพไปบรรจุ
4545,สมเด็จพระเจ้าอยู่หัวทรงพระกรุณาโปรดเกล้าฯ พระราชทานพระบรมราชานุเคราะห์ ให้ พล.อ.ดาว์พงษ์  รัตนสุวรรณ องคมนตรี เป็นผู้แทนพระองค์ในการบำเพ็ญพระราชกุศล 100 วัน 
4546,พิธีบำเพ็ญพระราชกุศลในการออกเมรุ
4550,พิธีเคารพศพและเคลื่อนศพไปสุสาน
4551,สมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี  ทรงพระกรุณาโปรดเกล้าโปรดกระหม่อม เสด็จพระราชดำเนินไปในการพระราชทานเพลิง
4552,กำหนดการสวดภาวนา
4553,พิธีมิสซาปลงศพและนำร่างไปฝัง
4554,พิธีเคลื่อนศพไปยังสุสาน
4555,กำหนดสวดมนต์
4556,พิธีสวดมนต์
4557,กำหนดเปิดสวดอภิธรรม
4558,พิธีดน้ำศพ 
4559,กำหนดสวดพระอภธรรม
4560,กำหนดสวดพะอภิธรรม
4561,พิธีไว้อาลัย
4562,พิธีฝังร่าง
4563,พิธีละหมาดญานาซะต์ ตามหลักศาสนาอิสลาม
4564,พิธีฝังศพ  ตามหลักศาสนาอิสลาม
4565,ประกอบพิธีทางศาสนาอิสลาม
4566,กำหนดการบำเพ็ญกุศล(สวดพระอภิธรรม)
4567,กำหนดการบำเพ็ญกุศล (สวดพระอภิธรรม)
4568,พิธีพระราชทานเพลิงศพเป็นกรณีพิเศษ
4569,สมเด็จพระอริยวงศาคตญาณ (อัมพร  อมฺพรมหาเถร) สมเด็จพระสังฆราช สกลสังฆปริณายก
4570,พิธีบังสกลุและเคลื่อนศพ
4571,พิธีพระราชานเพลิง
4572,พระสวดอภิธรรมศพ
4573,พิธีพระราชทานพระพิธีธรรมสวดพระอภิธรรม
4574,สมเด็จพระเจ้ายู่หัวฯทรงพระกรุณาโปรดเกล้าพระราชทานพิธีธรรม สวดพระอภิธรรม 3 คืน
4575,พลเอก ประยุทธ์  จันทร์โอชา  นายกรัฐมนตรี  เป็นประธานใรพิธีพระราชทานเพลิงศพเป็นกรณีพิเศษ
4576,พลเอก ประยุทธ์  จันทร์โอชา  นายกรัฐมนตรี  เป็นประธานในพิธีพระราชทานเพลิงศพเป็นกรณีพิเศษ
4577,พิธีพระราชทานน้ำหลวงอาบศพ และพระราชทานพิธีธรรม
4578,พิธีมอบศพให้กับมหาวิทยาลัยสงขลานครินทร์
4579,สมเด็จพระเจ้าอยู่หัวทรงพระกรุณาโปรดเกล้าฯ พระราชทานโกศแปดเหลี่ยม และพระราชทานพระพิธีธรรมสวดพระอภิธรรม ๓ คืน
4580,สมเด็จพระเจ้าอยู่หัวทรงพระกรุณาโปรดเกล้าฯ พระราชทานน้ำหลวงอาบศพและพระพิธีธรรมสวดพระอภิธรรม ๓ คืน
4581,พิธีมอบร่างให้แก่ภาควิชากายวิภาค มหาวิทยาลัยสงขลานครินทร์ วิทยาเขตหาดใหญ่
4582,พิธีสวดพระสหัสสนัย
4583,พิธีสวดอนัตตลักขณสูตร
4584,กำหนดการพิธีสวด
4585,พิธีพระราชทานเพลิงเป็นกรณีพิเศษ
4586,กำหนดการพิธีบำเพ็ญกุศล 50 วัน สวดพระอภิธรรม
4587,กำหนดการพิธีบำเพ็ญกุศล สวดพระอภิธรรม
4588,พิธีเคลื่อศพ
4589,ิพิธีพระราชทานเพลิง
4590,พิธีพระราชทานเพลิงกรณีพิเศษ
4591,ประกอบพิธีคำนับศพ 
4592,พิธีเคลื่อนศพจากวัดไปฝัง
4593,นายอานันท์  ปันยารชุน  อดีตนายกรัฐมนตรีและปลัดกระทรวงการต่างประเทศ เป็นประธานในพิธีพระราชทานเพลิงศพ
4594,พ
4595,พิธีรดน้ำหลวงอาบศพ
4596,พิธีภาวนาและสวดอุทิศแด่วิญญาณ
4597,พระราชทานพระพิธีธรรมสวดพระอภิธรรม 3 วัน
4598,กำหนดการพิธีสวดศพ
4599,พิธีมิสซาและเเคลื่อนศพ
4600,สมเด็พระเจ้าอยู่หัว  เสด็จพระราชดำเนินไปพระราชทานเพลิงศพ
4601,สมเด็จพระเจ้าอยู่หัว  เสด็จพระราชดำเนินไปพระราชทานเพลิงศพ
4602,สมเด็จพระเจ้าอยู่หัวทรงพระกรุณาโปรดเกล้าโปรดกระหม่อม พระราชทานน้ำหลวงอาบศพ
4603,พระเจ้าวรวงศ์เธอ พระองค์เจ้าโสมสวลี พระวรราชาทินัดดามาตุ โปรดให้คุณหญิงเพ็ญศรี  ไชยยงค์  ผู้แทนพระองค์  เชิญน้ำหลวงอาบศพและเชิญพวงมาลาประทานไปวางหน้าหีบศพ
4604,สมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี  ทรงพระกรุณาโปรดเกล้าโปรดกระหม่่อม เสด็จพระราชดำเนินไปในการพระราชทานเพลิงศพ
4605,พิธีเคลื่อนศพจากวัดไปสุสาน
4606,ทรงพระกรุณาโปรดเกล้าฯ พระราชทาน พระพิธีธรรมสวดพระอภิธรรม
4607,พระพิธีธรรมสวดพระอภิธรรม
4608,พิธีสวดภาวนาอุทิศแด่ผู้วายชนม์
4609,พรมน้ำเสก
4610,สมเด็จพระเจ้าอยู่หัวมหาวชิราลงกรณ บดินทรเทพยวรางกูร ทรงพระกรุณาโปรดเกล้าฯ พระราชทานน้ำหลวงอาบศพ
4611,พิธีบูชาขอบพระคุณและวจนพิธีกรรมแด่ผู้ล่วงลับ
4612,พิธีบูชาขอบพระคุณและพิธีอำลาแด่ผู้ล่วงลับ
4613,พิธีฝังผู้ล่วงลับ
4614,พระพิธีธรรมสวดพระอภิธรรมในพระบรมราชานุเคราะห์
4615,สมเด็จพระเจ้าอยู่หัว ทรงพระกรุณาโปรดเกล้าฯ ให้ พลอ.บัณฑิตย์  มลายอริศูนย์ เป็นผู้แทนพระองค์ไปในการพระราชทานเพลิง
4616,สมเด็จพระเจ้าอยู่หัว ทรงพระกรุณาโปรดเกล้าฯ ให้ พล.อ.บัณฑิตย์  มลายอริศูนย์ เป็นผู้แทนพระองค์ไปในการพระราชทานเพลิง
4617,พิธีเคลื่อนศพจากวัดสัตหีบกลับภูมิลำเนา 
4618,พิธีเคารพศพหมู่
4619,พิธีสวดพะรอภิธรรม
4620,กำหนดการบำเพ็ญกุศลสวดพระอภิธรรม
4621,สวดพระอภิธรรมเจ็ดคัมภีร์
4622,กำหนดพิธีบำเพ็ญกุศล
4623,พิธีเคารพศพธรรมเนียมจีนไหหลำ
4624,เริ่มประกอบพิธีกงเต็ก
4625,พิธีเคลื่อนศพสู่เมรุ
4626,ทีมประสานเสียงชุดเพลงจิตวิญญาณธรรมศาสตร์ร้องเพลงไว้อาลัย
4627,การรำของเด็กนักเรียนจากชัยนาท
4628,พิธีทอดผ้าบังสุกุล
4629,ครอบครัวอ่านคำไว้อาลัย
4630,อ่านกลอนคุณอภิชาติ  ดำดี พร้อมเพลงขลุ่ย อ.ธนิสร์  เพลงขลุ่ย  คนดีไม่มีวันตาย  เพลงขลุ่ย  แสงดางแห่งศรัทธา
4631,ทำพิธีตอกโลงศพ
4632,บำเพ็ญกุศลสวดพระอภิธรรม
4633,บำเพ็ญกุศลสวดพระอภิธรรมศพ
4634,ประกอบพิธีกงเต็ก
4635,กำหนดตั้งศพสวดอธิฐาน
4636,พิธีฝั่งส่งวิญญาณ
4637,สมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี  เสด็จพระราชดำเนินไปในการพระราชทานเพลิงศพ
4638,พิธีธรรมเทศนาและพิธีสวดพระอภิธรรม
4639,พิธีเคารพศพและวางดิน
4640,พิธีเคลื่อนย้ายศพ
4641,พิธีบำเพ็ญกุศลสวดพระอภิธรรม
4642,กำหนดทำบุญ 7 วัน
4643,พิธีพระราชทานน้ำหลวงอาศพ
4644,พิธีสวดอภิธรรมม
4645,พิธีสวดพระอภิธรรมม
4646,กำหนดการพิธีมิซซา(สวดศพ)
4647,พิธีถวายน้ำสรงศพและ พิธีพระราชทานน้ำหลวงสรงศพ
4648,พิธีพระรานทานน้ำหลวงอาบศพ
4649,พิธีเคลื่อนศพสู่สุสาน
4650,พิธีเซ่นไหว้และคำนับศพ
4651,กำหนดบำเพ็ญกุศล
4652,พิธีทำบุญบำเพ็ญกุศล
4653,พิธีพระราชทานน้ำหลวงอาบศพ ( กรณีพิเศษ )
4654,ประกอบพิธี่เคารพศพ
4655,กำหนดพิธีฌาปนกิจ
4656,พิธีพระราชทานเพลิงศพและอุทิศร่างกายให้โรงพยาบาลสงขลานครินทร์ต่อไป
4657,พิธีรดน้ำศพและสวดพระอภิธรรม
4658,พิธีพระราชทานเพลิงศพ(กรณีพิเศษ)
4659,กำหนดการพิธีบำเพ็ญกุศลและเก็บศพบำเพ็ญกุศล 100 วัน
4660,พิธีสรงน้ำสรีระสังขาร
4661,ขอเชิญศิษยานุศิษย์ และพุทธศาสนิกชนทุกท่าน ร่วมเป็นเจ้าภาพสวดอภิธรรม
4662,พิธีทำบุญและเคลื่อนศพไปยังสุสาน 
4663,กำหนดสวดพระอภิธรรม  ถึงวันที่่ 30 พ.ย. 2561
4664,กำหนดสวดพระอภิธรรมในพระบรมราชานุเคราะห์  3 วัน
4665,พิธีเคลื่อนศพไปบ้านวรปัญญา
4667,ประกอบพิธีกรรมทางศาสนา
4668,พิธีสรงน้ำศพ
4669,พิธีขอขมากรรม(แทนการรดน้ำศพ)
4670,พิธีทำบุญเลี้ยงพระและบรรจุศพ
4671,พิธีทำบุญเลี้ยงพระเพลและพิธีบรรจุศพ
4672,กำห
4673,พิธีบูชามิิซซา
4674,พิธีเคลื่อนศพไปที่คลอง 12
4675,พิธีบูชามิิสซา
4676,กำหนดการภาวนาอุทิศแด่ดวงวิญญาณ
4677, พิธีเคลื่อนศพสู่สุสานจีนที่ฮ่องกง
4678,สมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี  เสด็จพระราชดำเนินในการพระราชทานเพลิงศพ
4679,เคลื่อนย้ายศพไปบำเพ็ญกุศลที่จังหวัดหนองบัวลำภู
4680,กำหนดเปิดสมุดลงนามแสดงความเสียใจ
4681,พิธีฌาปนกิจศพประชุมเพลิง
4682,สมเด็จพระเจ้าอยู่หัวมหาวชิราลงกร บดินทรเทพยวรางกูร เสด็จพระราชดำเนินไปในการพระราชทานเพลิงศพ
4683,ประกอบพิธีทางศาสนาคริสต์แด่ผู้ล่วงลับ
4684,พิธีรับศพกลับมาประเทศไทยและเคลื่อนศพไปยังวัด
4685,พิธีสวดภาวนาอุทิศแด่ดวงวิญญาณ
4686,พิธีรับศพ
4687,พิธีพระราชทานน้ำหลวงอาบศพและพิธีสวดพระอภิธรรม
4688,พิธีเคารพศพ - พิธีเคลื่อนศพไปยัง สุสาน
4689,พิธีบรรจุฝังศพ
4690,กำหหนดสวดพระอภิธรรม
4691,กำหนดสวดพระอิธรรม
4692,พระบาทสมเด็จพระเจ้าอยู่หัว ทรงพระกรุณาโปรดเกล้าโปรดกระหม่อม ให้สมเด็จพระกนิษฐาธิราชเจ้า กรมสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี เสด็จพระราชดำเนินแทนพระองค์ไปในการพระราชทานน้ำหลวงอาบศพ และเชิญพวงมาลาหลวงวางที่หน้าโกศศพ
4693,พระบาทสมเด็จพระเจ้าอยู่หัว ทรงพระกรุณาโปรดเกล้าฯ พระ ราชทานโกศกุดั่นน้อย ฉัตรเครื่องตั้งประดับ ฯลฯ และทรงรับศพ “พล.อ.เปรม ติณสูลานนท์” ประธานองคมนตรีและรัฐบุรุษ ที่ถึงแก่อสัญกรรมอย่างสงบ อยู่ในพระบรมราชานุเคราะห์โดยตลอด มีพระพิธีธรรมสวดพระอภิธรรม 7 คืน 
4694,พระบาทสมเด็จพระเจ้าอยู่หัว ทรงพระกรุณาโปรดเกล้าฯ พระ ราชทานโกศกุดั่นน้อย ฉัตรเครื่องตั้งประดับ ฯลฯ และทรงรับศพ อยู่ในพระบรมราชานุเคราะห์โดยตลอด มีพระพิธีธรรมสวดพระอภิธรรม 7 คืน 
4695,กำหนดการบำเพ็ญกุศลและบรรจุศพ
4696,พิธีรดน้ำศพ - พิธีพระราชทานน้ำหลวงอาบศพ 
4697,พิธีพระราชทานเพลิงศพ (กรณีพิเศษ)
4698,กำหนดสวพระอภิธรรม 
4699,พิธีรดน้ำศพ - สวดพระอภิธรรม 
4700,พิธีรดน้ำศพ-พระราชทานน้ำหลวงอาบศพ
