id,dead_id,user_id
321,573,6
322,574,1
323,575,1
324,576,1
325,577,1
326,578,26
327,579,26
328,580,1
329,581,1
330,582,1
331,583,1
332,584,1
333,585,1
334,586,1
335,587,1
336,588,1
337,589,26
338,590,1
339,10,6
340,592,1
341,595,26
342,596,26
343,597,1
344,598,1
345,599,6
346,600,6
347,415,6
348,601,6
349,602,6
350,603,6
351,604,6
352,605,6
353,606,6
354,607,1
355,608,6
356,609,6
357,610,1
358,611,6
359,612,6
360,613,1
361,614,1
362,11,1
363,615,1
364,616,26
365,617,1
366,618,1
367,619,1
368,620,1
369,621,1
370,622,1
371,622,6
372,623,1
373,626,1
374,627,1
375,628,1
376,629,1
377,630,1
378,631,1
379,632,1
380,633,1
381,634,1
382,635,1
383,636,1
384,637,1
385,638,1
386,639,1
387,640,1
388,641,1
389,642,1
390,643,1
391,644,1
392,645,26
393,646,26
394,647,26
395,648,41
396,649,26
397,650,26
398,651,26
399,652,26
400,653,26
401,654,26
402,655,26
403,656,1
404,657,6
405,658,6
406,659,6
407,660,6
408,661,6
409,662,6
410,663,6
411,664,6
412,665,6
413,666,26
414,667,6
415,668,6
416,669,6
417,670,26
418,671,26
419,672,1
420,675,1
421,676,1
422,677,1
423,678,1
424,679,1
425,680,1
426,681,1
427,682,1
428,674,1
429,683,26
430,684,26
431,685,26
432,686,26
433,687,26
434,688,26
435,689,26
436,690,26
437,691,26
438,692,26
439,693,26
440,694,26
441,695,26
442,698,1
443,699,1
444,701,1
445,702,1
446,703,1
447,704,6
448,705,6
449,706,6
450,707,1
451,708,1
452,709,26
453,710,1
454,711,1
455,712,26
456,713,26
457,714,26
458,715,26
459,716,26
460,717,26
461,718,26
462,719,26
463,720,26
464,721,26
465,722,26
466,723,26
467,724,26
468,725,26
469,726,26
470,727,26
471,728,26
472,730,26
473,731,26
474,732,26
475,733,26
476,734,26
477,735,26
478,736,26
479,737,26
480,738,26
481,739,26
482,740,26
483,741,26
484,742,26
485,743,26
486,744,26
487,745,26
488,746,26
489,747,26
490,748,26
491,749,26
492,750,26
493,751,26
494,752,26
495,753,26
496,754,26
497,755,26
498,756,26
499,757,26
500,758,26
501,759,26
502,760,26
503,761,26
504,762,26
505,763,26
506,764,26
507,765,26
508,766,26
509,767,26
510,768,26
511,770,26
512,771,26
513,772,26
514,773,26
515,774,26
516,775,26
517,776,1
518,777,26
519,778,26
520,779,26
521,780,26
522,784,26
523,785,26
524,786,26
525,787,6
526,788,6
527,789,26
528,790,26
529,791,26
530,792,26
531,793,26
532,794,26
533,795,26
534,796,26
535,797,26
536,798,26
537,799,26
538,800,26
539,801,26
540,802,26
541,803,26
542,804,26
543,805,26
544,806,26
545,807,26
546,808,26
547,809,26
548,810,26
549,811,26
550,812,26
551,813,26
552,814,26
553,815,26
554,816,26
555,817,26
556,818,26
557,819,26
558,821,26
559,822,26
560,823,26
561,824,26
562,825,26
563,826,26
564,827,26
565,828,26
566,829,26
567,830,26
568,831,26
569,832,26
570,833,26
571,834,26
572,835,26
573,836,26
574,837,26
575,838,26
576,839,26
577,840,26
578,841,26
579,842,26
580,843,26
581,844,26
582,845,26
583,846,26
584,847,26
585,848,26
586,849,26
587,850,26
588,851,26
589,852,26
590,853,26
591,854,26
592,855,26
593,856,26
594,857,26
595,858,26
596,859,26
597,860,26
598,861,26
599,862,26
600,863,26
601,864,26
602,865,26
603,866,26
604,867,26
605,868,26
606,869,26
607,870,26
608,871,26
609,872,26
610,873,26
611,874,26
612,875,26
613,876,26
614,877,26
615,878,26
616,879,26
617,880,26
618,881,26
619,882,26
620,883,26
621,884,26
622,885,26
623,886,26
624,887,26
625,888,26
626,889,26
627,890,26
628,891,26
629,892,26
630,893,26
631,894,26
632,895,26
633,896,26
634,897,26
635,898,26
636,899,26
637,900,26
638,901,1
639,902,26
640,903,26
641,904,26
642,905,26
643,906,26
644,907,26
645,908,26
646,909,26
647,910,26
648,911,26
649,912,26
650,913,26
651,914,26
652,915,26
653,916,26
654,917,26
655,918,26
656,919,26
657,920,26
658,921,1
659,923,26
660,924,1
661,925,26
662,926,26
663,927,26
664,928,26
665,929,26
666,930,26
667,931,26
668,932,26
669,933,26
670,934,26
671,935,26
672,935,26
673,937,26
674,938,26
675,939,26
676,940,26
677,941,26
678,942,26
679,943,26
680,944,26
681,945,26
682,946,26
683,947,26
684,948,26
685,949,26
686,950,26
687,951,26
688,952,26
689,953,26
690,954,26
691,955,26
692,956,26
693,957,26
694,958,26
695,959,26
696,960,26
697,961,26
698,962,26
699,963,26
700,964,26
701,965,26
702,966,26
703,967,26
704,968,26
705,969,26
706,970,26
707,971,26
708,972,26
709,973,26
710,974,26
711,975,26
712,976,26
713,977,26
714,978,26
715,979,26
716,980,26
717,981,26
718,982,26
719,983,26
720,984,26
721,985,26
722,986,26
723,987,26
724,988,26
725,989,26
726,990,26
727,991,26
728,992,26
729,993,26
730,994,26
731,995,26
732,996,26
733,997,26
734,998,26
735,999,26
736,1000,26
737,1001,26
738,1002,26
739,1003,26
740,1004,26
741,1005,26
742,1006,26
743,1007,26
744,1008,26
745,1009,26
746,1010,26
747,1011,26
748,1012,26
749,1013,26
750,1014,26
751,1015,26
752,1016,26
753,1017,26
754,1018,26
755,1019,26
756,1021,26
757,1022,26
758,1023,26
759,1024,26
760,1025,26
761,1026,26
762,1027,26
763,1028,26
764,1029,26
765,1030,26
766,1031,26
767,1032,26
768,1033,26
769,1034,26
770,1035,26
771,1036,26
772,1037,26
773,1038,26
774,1039,26
775,1040,26
776,1041,26
777,1042,26
778,1043,26
779,1044,26
780,1045,26
781,1046,6
782,1048,26
783,1049,26
784,1050,26
785,1051,26
786,1052,26
787,1053,26
788,1054,26
789,1055,26
790,1056,26
791,1057,26
792,1058,26
793,1059,26
794,1060,26
795,1061,26
796,1062,26
797,1063,26
798,1064,26
799,1065,26
800,1066,26
801,1067,26
802,1068,26
803,1070,1
804,1071,1
805,1072,6
806,1073,1
807,1074,6
808,1075,1
809,1076,1
810,1077,1
811,1078,6
812,1079,1
813,1080,1
814,1081,1
815,1082,6
816,1083,6
817,1084,6
818,1085,1
819,1086,1
820,1087,1
821,1088,6
822,1089,6
823,1090,6
824,1091,1
825,1092,1
826,1093,1
827,1094,6
828,1096,1
829,1097,1
830,1098,1
831,1099,1
832,1100,1
833,1101,1
834,1102,1
835,1103,1
836,1104,1
837,1105,1
838,1106,1
839,1107,1
840,1108,1
841,1109,1
842,1110,1
843,1111,1
844,1113,1
845,1114,26
846,1115,26
847,1116,26
848,1117,26
849,1118,26
850,1119,26
851,1120,26
852,1121,26
853,1123,26
854,1124,26
855,1125,26
856,1126,79
857,1126,79
858,1129,26
859,1132,87
860,1133,87
861,1134,87
862,1135,87
863,1136,87
864,1137,87
865,1138,87
866,1139,87
867,1140,87
868,1141,87
869,1142,87
870,1143,87
871,1144,87
872,1145,87
873,1146,87
874,1147,87
875,1150,87
876,1151,87
877,1152,87
878,1153,87
879,1154,87
880,1155,87
881,1156,87
882,1157,87
883,1158,87
884,1159,87
885,1160,87
886,1161,87
887,1162,87
888,1163,87
889,1164,87
890,1165,87
891,1166,87
892,1167,87
893,1168,87
894,1169,87
895,1170,87
896,1171,87
897,1172,87
898,1173,87
899,1174,87
900,1175,87
901,1176,87
902,1177,87
903,1178,87
904,1179,87
905,1181,87
906,1182,87
907,1183,87
908,1184,87
909,1185,87
910,1186,87
911,1187,87
912,1188,87
913,1189,87
914,1190,87
915,1191,87
916,1192,87
917,1193,87
918,1194,87
919,1195,87
920,1196,87
921,1197,87
922,1198,87
923,1199,87
924,1200,87
925,1201,87
926,1202,87
927,1203,87
928,1204,87
929,1205,87
930,1208,26
931,1209,26
932,1210,26
933,1211,26
934,1212,26
935,1213,26
936,1214,26
937,1215,26
938,1216,26
939,1217,26
940,1219,26
941,1220,26
942,1221,26
943,1222,26
944,1223,26
945,1224,26
946,1225,26
947,1226,26
948,1230,41
949,1231,26
950,1232,26
951,1233,26
952,1234,26
953,1235,26
954,1236,26
955,1237,26
956,1239,26
957,1240,26
958,1241,26
959,1242,26
960,1243,26
961,1244,26
962,1245,116
963,1254,118
964,1255,6
965,1258,26
966,1259,26
967,1260,26
968,1261,26
969,1262,26
970,1262,26
971,1264,26
972,1265,26
973,1265,26
974,1267,26
975,1268,26
976,1269,26
977,1269,26
978,1271,26
979,1272,26
980,1273,26
981,1273,26
982,1275,26
983,1276,26
984,1277,26
985,1277,26
986,1279,26
987,1282,125
988,1283,125
989,1284,125
990,1285,125
991,1286,125
992,1287,125
993,1288,125
994,1289,125
995,1290,125
996,1291,125
997,1292,125
998,1293,125
999,1294,125
1000,1295,125
1001,1296,125
1002,1297,125
1003,1298,125
1004,1299,125
1005,1300,125
1006,1301,125
1007,1302,125
1008,1303,125
1009,1304,125
1010,1305,125
1011,1306,125
1012,1307,138
1013,1308,26
1014,1309,26
1015,1310,26
1016,1311,26
1017,1312,26
1018,1313,26
1019,1314,26
1020,1315,26
1021,1316,26
1022,1317,125
1023,1318,125
1024,1319,125
1025,1324,125
1026,1325,125
1027,1326,125
1028,1327,125
1029,1328,26
1030,1329,26
1031,1330,26
1032,1331,26
1033,1332,125
1034,1333,125
1035,1334,125
1036,1335,26
1037,1336,125
1038,1337,125
1039,1338,125
1040,1339,125
1041,1340,125
1042,1341,125
1043,1342,125
1044,1343,125
1045,1344,125
1046,1345,125
1047,1346,41
1048,1347,26
1049,1348,26
1050,1349,125
1051,1350,125
1052,1351,125
1053,1352,125
1054,1353,125
1055,1354,125
1056,1355,125
1057,1357,1
1058,1358,125
1059,1359,125
1060,1364,1
1061,1365,125
1062,1366,125
1063,1367,6
1064,1368,220
1065,1369,26
1066,1370,26
1067,1371,26
1068,1372,26
1069,1373,26
1070,1374,26
1071,1375,26
1072,1376,26
1073,1377,26
1074,1380,6
1075,1381,6
1076,1382,6
1077,1383,26
1078,1384,26
1079,1385,26
1080,1386,26
1081,1387,26
1082,1388,26
1083,1389,26
1084,1390,26
1085,1391,26
1086,1392,26
1087,1393,26
1088,1394,1
1089,1397,26
1090,1398,26
1091,1399,26
1092,1400,26
1093,1404,6
1094,1405,26
1095,1406,26
1096,1407,26
1097,1408,236
1098,1409,236
1099,1410,236
1100,1411,236
1101,1415,26
1102,1416,26
1103,1417,26
1104,1418,26
1105,1419,214
1106,1420,214
1107,1421,26
1108,1422,26
1109,1423,26
1110,1430,6
1111,1434,246
1112,1443,26
1113,1444,26
1114,1445,26
1115,1447,6
1116,1448,6
1117,1449,6
1118,1450,6
1119,1454,250
1120,1458,243
1121,1459,26
1122,1460,26
1123,1461,26
1124,1462,26
1125,1467,2
1126,1474,2
1127,1476,26
1128,1477,26
1129,1490,26
1130,1491,26
1131,1496,250
1132,1497,250
1133,1498,250
1134,1505,2
1135,1508,214
1136,1509,26
1137,1519,6
1138,1520,26
1139,1528,6
1140,1549,6
1141,1550,1
1142,1551,1
1143,1561,236
1144,1562,236
1145,1563,236
1146,1564,236
1147,1565,236
1148,1566,236
1149,1567,236
1150,1568,236
1151,1569,236
1152,1570,236

